"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"885Q4H5B","journalArticle","2022","Robinson, Benjamin L.; Halford, Alison; Gaura, Elena","From Theory to Practice: A review of co-design methods for humanitarian energy ecosystems","Energy Research & Social Science","","2214-6296","10.1016/j.erss.2022.102545","https://www.sciencedirect.com/science/article/pii/S2214629622000524","Our planet is currently in the midst of a global humanitarian crisis. Yet, there is a widening gap between over 80 million displaced people and the political will to meet their needs. Improving energy access in the displaced setting to build capacity and resilience requires meaningful integration of the needs of communities throughout the design, delivery and evaluation process within the socio-technical energy system. This paper aims to explore the ways in which co-design is conceptualised and applied, from an interdisciplinary perspective, within the socio-technical framing. We do this by first conducting a rapid review of relevant co-design literature to understand theories, typologies and identify methods of best co-design practice in the Humanitarian Energy sector. Second, we present the Humanitarian Engineering and Energy for Displacement project as a co-design case study for Humanitarian Energy using Technology Implementation Model for Energy (TIME) as a framework for analysis. Our rapid review resulted in the typology of the Spectrum of Co-Design, a mapping of differing conceptualisations of co-design showing their positioning and interactions. Our results show that by exploring if and how conceptual frameworks, such as TIME, adds value to practitioner orientated humanitarian programming this can make a significant contribution to future proofing energy systems that seek to deliver inclusive, sustainable and just transitions. We highlight specific learnings from HEED around the disconnection between perceptions of key stakeholder roles, misunderstandings of energy access and use, and building trusting partnerships through the creation of meaningful rectification pathways.","2022-07-01","2023-10-06 12:40:48","2023-10-06T12:40:48Z","","102545","","","89","","Energy Research & Social Science","","","","","","","","","All rights reserved","","","","","","","","","","ACCESS: Open Access; BASIC TOOLS; CASE STUDY GROUP: IDP; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY TECH: Lighting; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; TOOLS: Multidisciplinary Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ2CFH4U","report","2021","Regazi, Cecilia; Aziebor, Emmanuel","One Year On: Paying for Darkness - Strengthening Solar Markets for Refugees in Uganda","","","","","https://www.mercycorps.org/sites/default/files/2021-03/One-Year-On-Paying-for-Darkness-2021.pdf","","2021","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-06-19 13:04:01","","","","","","","","","","","","Mercy Corps","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Insitutional; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Lighting; CASE STUDY THEME: Capacity Building & Sharing; CASE STUDY THEME: Gender, Disability, & Inclusion; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W6FQABV","report","2020","GIZ","The State of Sustainable Household Energy Access in Refugee Settings in Uganda","","","","","https://data.unhcr.org/en/documents/details/69808","Survey Findings in Rhino Camp Settlement and Imvepi Settlement, Arua District, West Nile Region.","2020","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-05-23 11:48:23","","","","","","","","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Household; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Policy; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L93EY22D","report","2022","MoWE; UNHCR; RRS; GIZ","Multi-actor cooking Energy Strategy for Refugees and Host Communities in Ethiopia (2022-2030)","","","","","https://data.unhcr.org/en/documents/details/98109","","2022-12","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Host Community; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY TECH: Cooking; CASE STUDY THEME: Policy; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKATF2B5","report","2019","Casswell, Casswell; Khan, Maha; Akanksha Sharma, Akanksha","Mobile-enabled energy for humanitarian contexts: The case for pay-as-you-go solar home systems in Kakuma Refugee Camp","","","","","https://www.gsma.com/mobilefordevelopment/programme/mobile-for-humanitarian-innovation/electrifying-kakuma-refugee-camp-the-case-for-pay-as-you-go-solar-home-systems/","","2019","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","February 2019","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Household; CASE STUDY TECH: Lighting; CASE STUDY THEME: Scale & Replicability; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFJR2U3P","blogPost","2021","Naboni, Naboni; Haslund, Haslund","Solar cooperatives give refugees and locals in Ethiopia clean energy and livelihoods","","","","","https://www.unhcr.org/news/stories/solar-cooperatives-give-refugees-and-locals-ethiopia-clean-energy-and-livelihoods","","2021-06-03","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2022-05-08 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Host Community; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Policy/Systemic; CASE STUDY TECH: Lighting; CASE STUDY THEME: Localisation; CASE STUDY THEME: Partnerships; CASE STUDY THEME: Scale & Replicability; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMRQ33ZH","journalArticle","2019","Cockbill, Stuart A.; May, Andrew; Mitchell, Val","The Assessment of Meaningful Outcomes from Co-design: A Case Study from the Energy Sector","She Ji: The Journal of Design, Economics, and Innovation","","24058726","10.1016/j.sheji.2019.07.004","https://linkinghub.elsevier.com/retrieve/pii/S2405872619300607","Even though co-design is a well-accepted approach for designing to meet user needs, what influence it has on design outcomes remains unclear. This article presents the co-design process of a prototype energy advice service. We evaluate the impact this process had on the outcome over time, demonstrate how co-design generated informative insights, and identify the benefits and challenges of employing a co-design process to design and develop meaningful content for future ‘information-intensive’ services. A theoretical framework, a “think aloud” approach, and systematic data coding, enabled us to uncover user perceptions of the evolving design qualities. This meaning-making co-design process enabled user needs to surface and be iteratively addressed. As the content of the reports became increasingly tailored, and the users’ familiarity with the topic increased, the process highlighted further evolving and underlying information needs. This confirms the value of adopting a content first approach when designing information intensive services and foregrounding meaning making within the complex energy demand reduction context.","2019","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-05-03 09:49:53","188-208","","3","5","","She Ji: The Journal of Design, Economics, and Innovation","The Assessment of Meaningful Outcomes from Co-design","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Other; CASE STUDY THEME: Policy; CO-DESIGN LEVEL: 1; PROJECT STEP: M&E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FGXXZ27","journalArticle","2021","Baranda Alonso, Javier; Sandwell, Philip; Nelson, Jenny","The potential for solar-diesel hybrid mini-grids in refugee camps: A case study of Nyabiheke camp, Rwanda","Sustainable Energy Technologies and Assessments","","22131388","10.1016/j.seta.2021.101095","https://linkinghub.elsevier.com/retrieve/pii/S2213138821001053","","2021-04","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-04-26 07:01:00","101095","","","44","","Sustainable Energy Technologies and Assessments","The potential for solar-diesel hybrid mini-grids in refugee camps","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Household; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: Needs Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDZI8CHM","webpage","2023","Pasteur Institute","Social science for community engagement in humanitarian action capacity mapping (SS4CE-HA)","","","","","https://www.aighd.org/project/ss4ce-ha/","","2023","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-04-19 06:37:12","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Other; CASE STUDY LEVEL: Community; CASE STUDY THEME: Gender, Disability, & Inclusion; CO-DESIGN LEVEL: 2; PROJECT STEP: Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3L7NHWQ","report","2021","EnDev","Humanitarian Energy: Energy for micro-enterprises in displacement settings","","","","","https://endev.info/wp-content/uploads/2021/04/EnDev_Learning_and_Innovation_Humanitarian_Energy.pdf","","2021","2023-10-03 07:58:46","2023-10-03T07:58:46Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY LEVEL: Productive Use; CASE STUDY TECH: Cooking; CASE STUDY TECH: Lighting; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation; PROJECT STEP: M&E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFPBGKHD","journalArticle","2018","Barbieri, Jacopo; Leonforte, Fabrizio; Colombo, Emanuela","Towards an holistic approach to energy access in humanitarian settings: the SET4food project from technology transfer to knowledge sharing","Journal of International Humanitarian Action","","2364-3404","10.1186/s41018-018-0038-3","https://doi.org/10.1186/s41018-018-0038-3","The increasing number of displaced people in the world not only requires rapid humanitarian actions, but also attention to host communities and a holistic and long-term vision. Energy has not been really considered a major topic in people displacement, yet, resulting in negative impacts on several aspects, including food security. New solutions are required, in terms of energy planning, technology development, and adaptation, as well as decision making, sensitization, training, and support to humanitarian actors. The Sustainable Energy Technologies for food security (SET4food) project phase 1 (2014–2015) developed a number of tools to support identification, adaptation, and introduction of appropriate solutions, tested some pilot innovations in critical areas, and promoted the enhancement of humanitarian response capability in the energy sector via an extensive capacity building program. In addition, a second phase of the project (2015–2018) fostered networking and collaboration between the main actors by developing an e-sharing platform, called ENERGYCoP, including a global not-for-profit community of practices for humanitarian professionals working in the energy sector. The platform may enable the shift from traditional “technological transfer” to a more participative approach on co-design and technological cooperation activated by a knowledge sharing mechanism. This paper outlines the main challenges and the achieved results of SET4food, providing recommendations for researchers and practitioners on the way forward.","2018-07-01","2023-10-03 07:58:46","2023-10-03T07:58:46Z","2023-03-21 15:24:47","11","","1","3","","Int J Humanitarian Action","Towards an holistic approach to energy access in humanitarian settings","","","","","","","en","","","","","Springer Link","","","","","","ACCESS: Open Access; CASE STUDY GROUP: Refugee; CASE STUDY LEVEL: Community; CASE STUDY LEVEL: Household; CASE STUDY TECH: Cooking; CASE STUDY THEME: Gender, Disability, & Inclusion; CASE STUDY THEME: Systems Approaches to Energy Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIBH4AJB","report","2021","UNICEF","Minimum Quality Standards and Indicators for Community Engagement","","","","","https://www.unicef.org/mena/media/8401/file/19218_MinimumQuality-Report_v07_RC_002.pdf.pdf","The Minimum Standards and Indicators for Community Engagement were developed through an inter‐agency consultation process that engaged a large number of experts from around the world. UNICEF wishes to acknowledge the contribution of all those that participated, and who share a passion for placing communities at the centre of development and humanitarian action. The consultation process consisted of a series of interviews, meetings and workshops over an 18‐month period. Representatives from countries in Africa, Asia, the Middle East, Europe and North America contributed input and feedback based on their experiences of designing, implementing and measuring community engagement approaches. Working groups from both the development and humanitarian spheres were established to support the lead consultants in their work; and while their individual names are not included here (and they are represented by their organizations below) UNICEF wishes to acknowledge their important contributions.","2021","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-04-19 06:37:05","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Implementation; QUALITY GUIDELINES: Gender, Disability, & Inclusion; QUALITY GUIDELINES: Partnerships; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6VETAHH","webpage","2023","SSHAP","Social Science in Humanitarian Action Platform","Social Science in Humanitarian Action Platform","","","","https://www.socialscienceinaction.org/","Resources focusing on social science and social dimensions of humanitarian emergencies, including epidemics, migration and natural and environmental disasters. Including key considerations and practical approaches to Ebola, COVID-19 (coronavirus), Cyclone Idai, the Venezuelan migrant crisis, SARS, Influenza, Rift Valley Fever and Cholera","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-04-19 06:36:57","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; SUPPORTING TOOLKIT: Gender, Disability, & Inclusion; TOOLS: Participatory Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7FY3Y5E","webpage","2023","Christian Blind Mission","Inclusive Participation Toolbox","Inclusive Participation Toolbox","","","","https://participation.cbm.org/","","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-04-11 10:36:48","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: Design; SUPPORTING TOOLKIT: Gender, Disability, & Inclusion; TOOLS: Participatory Approaches; USEFUL FOR: NGO/Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUFGBAQD","report","2003","Annan, Kofi","Participation by Crisis-Affected Populations in Humanitarian Action: A Handbook for Practitioners (Better governance means greater participation coupled with accountability)","","","","","https://www.humanitarianlibrary.org/resource/participation-crisis-affected-populations-humanitarian-action-handbook-practitioners-0","","2003","2023-10-03 07:58:30","2023-10-03T07:58:30Z","","","","","","","","","","","","","ANLAP","","en","","","","","Zotero","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 1; PROJECT STEP: M&E; SUPPORTING TOOLKIT: Capacity Building & Sharing; SUPPORTING TOOLKIT: Gender, Disability, & Inclusion; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNL6RBUG","webpage","2023","Untools","Tools for better thinking","","","","","https://untools.co/","Collection of thinking tools and frameworks to help you solve problems, make decisions and understand systems.","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-03-28 07:11:55","","","","","","","","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Design; SUPPORTING TOOLKIT: Systems Approaches to Energy Access; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PE7MD96J","webpage","2023","Spring Impact","The Scaling Impact Toolkit","Spring Impact","","","","https://www.springimpact.org/toolkit-home/","","2023","2023-10-03 07:58:30","2023-10-03T07:58:30Z","2023-03-24 14:13:11","","","","","","","","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: M&E; SUPPORTING TOOLKIT: Scale & Replicability; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X52D5MM3","webpage","2021","Humanitarian Innovation Fund (Elrha)","Humanitarian Innovation Guide","","","","","https://higuide.elrha.org/toolkits/scale/","","2021","2023-10-03 07:57:52","2023-10-03T07:57:52Z","2023-06-06 13:54:29","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Source; CO-DESIGN LEVEL: 3; CORE TOOLKIT: Scale & Replicability; CORE TOOLKIT: Systems Approaches to Energy Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"778MGVWG","report","2021","Nixon, Jonathan Daniel; Koppelaar, Rembrandt; Robinson, Sandy; Crawley, Heaven","Humanitarian energy interventions: the need and opportunities for systematic decision-making","","","","","https://heedproject.github.io/rert/","","2021","2023-10-03 07:57:37","2023-10-03T07:57:37Z","","","","","","","","","","","","","Humanitarian Engineering and Energy for Displacement (HEED) Project, Coventry University","","","","","","","","","","","","","ACCESS: Open Source; CO-DESIGN LEVEL: 1; CORE TOOLKIT: Policy; PROJECT STEP: Needs Assessment; TOOLS: Technical Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCBHS5WC","webpage","2023","Innovation Norway","The Humanitarian Innovation Programme: Tools and resources","","","","","https://www.innovasjonnorge.no/no/subsites/hipnorway/tools-and-resources/","Innovasjon Norge - vi gir lokale ideer globale muligheter","2023","2023-10-03 07:57:16","2023-10-03T07:57:16Z","2023-06-15 09:55:08","","","","","","","","","","","","","","no","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; CORE TOOLKIT: Partnerships; CORE TOOLKIT: Scale & Replicability; CORE TOOLKIT: Systems Approaches to Energy Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBG8RFBC","webpage","2023","Practical Action","PMSD Toolkit","Practical Action","","","","https://practicalaction.org/pmsd-toolkit/","","2023","2023-10-03 07:57:16","2023-10-03T07:57:16Z","2023-05-04 07:57:41","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; CORE TOOLKIT: Gender, Disability, & Inclusion; CORE TOOLKIT: Systems Approaches to Energy Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6B56YQW","webpage","2023","Mercy Corps","Inclusive Energy Access 101 (Self-Paced Edition)","","","","","https://mercycorps.course.tc/","What is Inclusive Energy Access and how can it improve outcomes in your humanitarian sector? What actionable steps can you take to ensure that the energy needs of women, men, boys, and girls are not forgotten in your work?&nbsp;Inclusive Energy Access 101 is a four-week course, for all humanitarian practitioners, that introduces the core concepts of energy and inclusion, and equips learners with tools to address energy needs across the humanitarian world.&nbsp;","2023","2023-10-03 07:57:16","2023-10-03T07:57:16Z","2023-05-02 10:47:11","","","","","","","","","","","","","","en","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; CORE TOOLKIT: Capacity Building & Sharing; CORE TOOLKIT: Gender, Disability, & Inclusion; CORE TOOLKIT: Systems Approaches to Energy Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79Q4Z2UE","webpage","2023","Elrha; MIT D-Lab","Toolkit: Participation for Humanitarian Innovation","Elrha","","","","https://www.elrha.org/researchdatabase/participation-for-humanitarian-innovation/","A resource designed to help organisations, teams and individuals manage innovation journeys responsibly and successfully.","2023","2023-10-03 07:57:16","2023-10-03T07:57:16Z","2023-04-03 13:50:42","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; CORE TOOLKIT: Capacity Building & Sharing; CORE TOOLKIT: Scale & Replicability; CORE TOOLKIT: Systems Approaches to Energy Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WE7TBMQ","journalArticle","2021","Van Hove, Elena; Johnson, Nathan G.","Refugee settlements in transition: Energy access and development challenges in Northern Uganda","Energy Research & Social Science","","22146296","10.1016/j.erss.2021.102103","https://linkinghub.elsevier.com/retrieve/pii/S2214629621001961","Energy security and development in refugee settlements is hampered by limited data on the existing energy ecosystem, which is necessary to understand current energy needs and plan short- and long-term energy tran­ sitions to self-sustainment. This study addresses the knowledge gap by acquiring primary data from two neighboring refugee settlements, Ayilo I and Ayilo II, in Northern Uganda. A mixed-methods approach obtained data on energy supply and use for households, small- to medium-sized enterprises, and public services. Reduced fuelwood availability in one settlement decreased household wood use by 23.4% relative to the adjacent set­ tlement, and led to households spending an average of 121.8% and 33.5% more per month to purchase wood and charcoal, respectively. Findings indicate current short-term energy decisions are unsustainable and that a move towards using alternative thermal energy sources is needed to reduce the deforestation and lessen tensions with host populations. The study also identifies electricity use in households that primarily consists of cellphones, lighting, and radios, that are best served by solar home systems or charging stations. Electricity demand from small- to medium-sized enterprises is rising to follow aspirations of business owners to expand services offered, whereas energy demand from public services is high with some issues in the reliability of existing power infrastructure. Findings also suggest that hybrid mini-grids can meet the growing demand of small- to mediumsized enterprises, provide reliable power to critical public services, and accommodate for the growth in elec­ tricity demand for refugee settings transitioning from temporary, semi-permanent, to permanent settlements.","2021-08","2023-10-03 07:56:55","2023-10-03T07:56:55Z","2023-05-10 07:38:59","102103","","","78","","Energy Research & Social Science","Refugee settlements in transition","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NKDQXL6","journalArticle","2022","Baldi, Duccio; Moner-Girona, Magda; Fumagalli, Elena; Fahl, Fernando","Planning sustainable electricity solutions for refugee settlements in sub-Saharan Africa","Nature Energy","","2058-7546","10.1038/s41560-022-01006-9","https://www.nature.com/articles/s41560-022-01006-9","Abstract                            An inadequate understanding of the energy needs of forcibly displaced populations is one of the main obstacles in providing sustainable and reliable energy to refugees and their host communities. Here, we provide a first-order assessment of the main factors determining the decision to deploy fully renewable mini-grids in almost 300 refugee settlements in sub-Saharan Africa. Using an energy assessment survey and publicly available traditional and earth observation data, we estimate a total electricity demand of 154 GWh yr               –1               . This figure includes lighting, air circulation and phone charging for 1.15 million households and the estimated demand of almost 59,000 microbusinesses and around 7,000 institutional loads. Using a set of techno-economic modelling tools, we thus compute a corresponding upper-bound total up-front cost of providing electricity access of just over US$1 billion. Deploying solar photovoltaic mini-grids instead of diesel implies avoiding greenhouse gas emissions for 2.86 MtCO               2e               over 20 years.","2022-04-14","2023-10-03 07:56:55","2023-10-03T07:56:55Z","2023-04-26 07:27:19","369-379","","4","7","","Nat Energy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5K687KB","journalArticle","2021","Thomas, P.J.M.; Williamson, S.J.; Harper, P.W.","The diffusion of solar home systems in Rwandan refugee camps","Energy for Sustainable Development","","09730826","10.1016/j.esd.2021.05.003","https://linkinghub.elsevier.com/retrieve/pii/S0973082621000570","An energy access assessment conducted by Practical Action in 2018 as part of the Renewable Energy for Refugees project established that most households and small enterprises in Kigeme, Gihembe and Nyabiheke refugee camps in Rwanda had limited or no access to electricity. It also identified both demand in the camps for modern energy services and a willingness and ability to pay. To address the lack of access to electricity, two solar home system companies operating in Rwanda were supported by the project to access the camps and supply systems to refugees and the host community via marketbased delivery models. This paper applies the diffusion of innovations theory as a framework to investigate the sales of solar home systems in the camps. It is the first paper to present data in this area and it assesses both the viability of market-based delivery of solar home systems in refugee camps and the suitability of using diffusion of innovations theory in these contexts. The results indicate that solar home systems can provide an advantage to households compared to existing energy solutions and are, in most cases, compatible with refugees' basic energy needs and expectations. However, the cost of systems remains a barrier and without subsidy, further reductions in costs or adaptations to payment models, solar home systems are unlikely to provide large proportions of households and small enterprises in the camps with access to energy. This seriously impacts the possibility of achieving Sustainable Development Goal 7 and for the United Nations High Commissioner for Refugees to achieve the objectives it set out in its Clean Energy Challenge policy.","2021-08","2023-10-03 07:56:55","2023-10-03T07:56:55Z","2023-04-26 05:54:36","119-132","","","63","","Energy for Sustainable Development","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
